40050	7	33	16	32	50
40051	144	240	16	32	80
40052	7	71	16	32	50
40053	176	240	16	32	80

# GREEN FIRE FLOWER
40054	6	166	16	24	50
40055	48	240	16	24	80
40056	6	195	16	24	50
40057	80	240	16	24	80

# GREEN FLOWER
40058	7	108	16	23	50
40059	7	137	16	24	50

##################################################
# STATIC COIN
40060	334	100	14	16	10
40061	353	100	14	16	10
40062	371	100	14	16	10
40063	292	100	14	16	10

##################################################
# TRANSFORM
40064	1	1	42	57	90

##################################################
# PIPE
40065	0	0	96	96	100
	

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
# ==== MARIO =========
#idle NORMAL BIG right
400	10001	100
#idle small right
401	10021	100
#idle RACCOON right
402	10054	100
# iDLE FIRE MARIO
403	10090	100

#walk right NORMAL big
404	10001	100	10002	100	10003	100
#walk right small
405	10021	100	10022	100	10023	100
#walk right RACCOON big
406	10054	100	10055	100	10056	100
#walk right FIRE 
407	10090	100	10091	100	10092	100

#die
408	10200	100

#jump right NORMAL big
409	10004	100
#jump right small
410	10024	100
#jump right RACCOON big
411	10057	100
#jump right FIRE
412	10099	100


#crouch NORMAL big
413	10005	100
#crouch RACCOON big
414	10058	100
#crouch FIRE
415	10101	100


#falling SMALL
416	10023	100
#falling NORMAL big
417	10003	100
#falling RACCOON
418	10066	50	10067	50	10068	50
#falling FIRE
419	10092	100


#running SMALL
420	10025	100	10026	100
#running NORMAL big
421	10006	50	10007	50	10008	50
#running RACCOON
422	10059	100	10060	100	10061	100
#running FIRE
423	10096	100	10097	100	10098	100


#spinning RACCOON
424	10076	50	10062	50	10063	50	10064	50	10076	50
#424	10076	2000	10062	2000	10063	2000	10064	2000	10076	2000


#skid NORMAL
425	10009	100
#skid RACCOON
426	10065	100
#skid SMALL
427	10027	100
#skid SMALL
428	10093	100

#throw FIRE mario
429	10090	100	10102	100	10103	100

#fly small
430	10028	100
#fly big
431	10010	100
#fly raccoon
432	10069	100	10070	100	10071	100
#fly fire 
433	10104	100
#fly throw FIRE
434	10100	100	10106	100	10105	100

# hold SMALL
435	10029	100	10030	100
# hold BIG
436	10011	100	10012	100	10013	100
# hold RACCOON
437	10072	100	10073	100	10074	100
# hold FIRE
438	10107	100	10108	100	10109	100

#kick SMALL
439	10032	100	10021	100
#kick BIG
440	10015	100	10001	100
#kick RACCOON
441	10075	100	10054	100
#kick FIRE
442	10111	100	10090	100

#stand and hold
443	10029	100
# hold BIG
444	10011	100
# hold RACCOON
445	10072	100
# hold FIRE
446	10107	100

# ==== QUESTION BRICK =========
702	40001	200	40002	200	40002	200	40003	200	40004	200

# ==== TRANSPARENT BRICK ==========
703	40005	100

# ==== FIRE BALL =========
704	40006	100	40007	100	40008	100	40009	100

# ==== GOOMBA ========
# walking
705	40010	100	40011	100
# die
706	40012	100
# die by weapon
707	40010	100

# ==== RED KOOPA ========
#walking
708	40013	100	40014	100
# die
709	40015	100
# spin
710	40015	100	40016	100	40017	100
# walking with swings
711	40018	100	40019	100	40020	100

# ==== GREEN KOOPA =====
# walking
712	40021	100	40022	100
# die
713	40023	100
# spin
714	40023	100	40024	100	40025	100
# walking with swings
715	40026	100	40027	100	40028	100

# ==== RED GOOMBA =====
# walking
716	40029	100	40030	100
# die
717	40031	100
# die by weapon
718	40029	100
# walking with swings
719	40032	100	40033	100	40034	100	40035	100


# ==== EMPTY BRICK =====
720	40036	100

# ==== COIN =====
721	40037	200	40038	200	40039	200

# ==== EFFECT ATTACKED OR HAVE BONUS ====
722	40044	80	40045	80	40046	80	40047	80	40044	80	40045	80

# ==== LEAF =====
723	40048	100

# ==== MUSHROOM ====
724	40049	100

# ==== RED FIRE MOVE DOWN ====
725	40050	100	40051	100

# ==== RED FIRE ATTACK DOWN ====
726	40050	100

# ==== RED FIRE MOVE UP ====
727	40052	100	40053	100

# ==== RED FIRE ATTACK UP ====
728	40052	100

# ==== GREEN FIRE MOVE DOWN ====
729	40054	100	40055	100

# ==== GREEN  FIRE ATTACK DOWN ====
730	40054	100

# ==== GREEN FIRE MOVE UP ====
731	40056	100	40057	100

# ==== GREEN FIRE ATTACK UP ====
732	40056	100

# ==== STATIC COIN ====
733	40060	100	40063	100	40061	100	40062	100

# ==== MARIO GROW UP ====
734	10021	200
735	40064	200

# ==== EXPLOSIVE FIRE BALL ====
736	40046	80	40047	80	40045	80

# ==== pipe ====
737	40065	200

#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# MARIO
1	400	401	402	403	404	405	406	407	408	409	410	411	412	413	414	415	416	417	418	419	420	421	422	423	424	425	426	427	428	429	430	431	432	433	434	435	436	437	438	439	440	441	442	443	444	445	446	734	735

# QUESTION BRICK 
2	702	720
# TRANSPARENT BRICK
3	703
# FIRE BALL
4	704	736
# TAN GOOMBA
5	705	706	707
# RED GOOMBA
6	716	717	718	719
# RED KOOPA
7	708	709	710	711
# GREEN KOOPA
8	712	713	714	715
# COIN
9	721
# EFFECT ATTACKED OR HAVE BONUS
10	722
# LEAF
11	723
# MUSHROOM
12	724
# FIRE FLOWER
13	725	726	727	728	729	730	731	732	737
# STATIC COIN
14	733

